artist_uri,artist_name,song_uri,song_name
spotify:artist:3gMaNLQm7D9MornNILzdSl,Lionel Richie,spotify:track:2Wb9ejnmy27DUTUe9YF5Ew,All Night Long (All Night) - Single Version
spotify:artist:085pc2PYOi8bGKj0PNjekA,will.i.am,spotify:track:7IohFKIwrb75c4XaqX7WWo,This Is Love
spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:track:3g9mw4A8vdljOKgwrit88g,Wash.
spotify:artist:5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,spotify:track:3IOQZRcEkplCXg6LofKqE9,Iron Man - 2014 Remaster
spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:track:6Xk7PnitV9jCRorWt2LiVZ,Berzerk
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:2QIt8RWdk5ZJneKTt4sZnK,Dust Bowl Dance
spotify:artist:32WkQRZEVKSzVAAYqukAEA,Lady Antebellum,spotify:track:11EX5yhxr9Ihl3IN1asrfK,Need You Now
spotify:artist:5fahUm8t5c0GIdeTq0ZaG8,Otto Knows,spotify:track:0MOiv7WTXCqvm89lVCf9C8,Million Voices - Radio Edit
spotify:artist:7ohlPA8dRBtCf92zaZCaaB,Crowded House,spotify:track:7G7tgVYORlDuVprcYHuFJh,Don't Dream It's Over
spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde,spotify:track:51QEyJI5M7uyd8DOh9tqQY,Buzzcut Season
spotify:artist:4X0v8sFoDZ6rIfkeOeVm2i,Seinabo Sey,spotify:track:7vHshinTU8161w69EPbabY,Younger - Kygo Remix
spotify:artist:6deZN1bslXzeGvOLaLMOIF,Nickelback,spotify:track:0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me
spotify:artist:08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,spotify:track:6Xz7FeyE8HTP90HecgHV57,Wild World
spotify:artist:3whuHq0yGx60atvA2RCVRW,Olly Murs,spotify:track:0gRczqVHrEQQDyizJUtgRc,Troublemaker (feat. Flo Rida)
spotify:artist:4QQgXkCYTt3BlENzhyNETg,"Earth, Wind & Fire",spotify:track:3koCCeSaVUyrRo3N2gHrd8,Let's Groove
spotify:artist:2QsynagSdAqZj3U9HgDzjD,Bob Marley & The Wailers,spotify:track:2pZJhvpin385eqAFRp3ASJ,Sun Is Shining
spotify:artist:0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,spotify:track:6pnwfWyaWjQiHCKTiZLItr,Shine On You Crazy Diamond (Pts. 1-5)
spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,spotify:track:09ZcYBGFX16X8GMDrvqQwt,For the First Time
spotify:artist:7zsin6IgVsR1rqSRCNYDwq,Family of the Year,spotify:track:6GRDI9suQHikFP6euIXnpq,Hero
spotify:artist:1dgdvbogmctybPrGEcnYf6,Route 94,spotify:track:61UQzeiIluhpzpMdY4ag3q,My Love (feat. Jess Glynne)
spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:track:75IN3CtuZwTHTnZvYM4qnJ,My Name Is
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:0cBDCol7TFmvpT4A4YpxV3,Below My Feet
spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD,Korn,spotify:track:6W21LNLz9Sw7sUSNWMSHRu,Freak On a Leash
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:track:3Yt9lRtS5V4nbJnwcgFgvC,You Da One
spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:track:4rr0gWiMrF4sOIefs3IEvZ,A Little Less Conversation - JXL Radio Edit Remix
spotify:artist:0L8ExT028jH3ddEcZwqJJ5,Red Hot Chili Peppers,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,Dani California
spotify:artist:0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,spotify:track:6NlE71TbUglmKQVLhE1H8R,Evil Eye
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:1CYjpgyUsldJuXcf57Yg4s,I Gave You All
spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,The Offspring,spotify:track:0sNKiz82ATCvT3f3XVVUUj,Why Don't You Get A Job
spotify:artist:4iSKnRZAxkmqNok6tv10Se,Crazy Town,spotify:track:4BggEwLhGfrbrl7JBhC8EC,Butterfly
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:4ClTOGZc8kcb8l58Vx5z5A,Ghosts That We Knew
spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:track:26rdOwwjC2UnweK3xeS58u,GDFR (feat. Sage the Gemini & Lookas)
spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:track:1ZPlNanZsJSPK5h9YZZFbZ,Like a Virgin
spotify:artist:7zliF6Q946WznVk3ZMYhZX,The Sugarhill Gang,spotify:track:0FWhGmPVxLI6jOVF0wjALa,Rapper's Delight
spotify:artist:3z6Gk257P9jNcZbBXJNX5i,Regina Spektor,spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,Samson
spotify:artist:2urZrEdsq72kx0UzfYN8Yv,Spandau Ballet,spotify:track:0CsM8VGDi38kusMv3pxyj1,TRUE - Single Edit
spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:track:4gphxUgq0JSFv2BCLhNDiE,Jailhouse Rock
spotify:artist:3fMbdgg4jU18AjLCKBhRSm,Michael Jackson,spotify:track:4jnFqNWeJCeCRHc4HCdxfd,Remember the Time
spotify:artist:3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,spotify:track:0M1YQiRGel1tTMjA3orfRd,Badlands
spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:track:7xDydFFgyOYit7yAUsRhrI,Flume
spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,spotify:track:5kiZpF6a7kxZLurZVSewtw,"Hinnom, TX"
spotify:artist:5r1bdqzhgRoHC3YcCV6N5a,The Darkness,spotify:track:756CJtQRFSxEx9jV4P9hpA,I Believe in a Thing Called Love
spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:track:1yjY7rpaAQvKwpdUliHx0d,Still into You
spotify:artist:3eqjTLE0HfPfh78zjh6TqT,Bruce Springsteen,spotify:track:3fbnbn6A5O5RNb08tlUEgd,Streets of Philadelphia - Single Edit
spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,spotify:track:3XVBdLihbNbxUwZosxcGuJ,If I Ain't Got You
spotify:artist:6MF9fzBmfXghAz953czmBC,Taio Cruz,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,Break Your Heart
spotify:artist:4iRZAbYvBqnxrbs6K25aJ7,The Dave Brubeck Quartet,spotify:track:1YQWosTIljIvxAgHWTp7KP,Take Five
spotify:artist:0jJNGWrpjGIHUdTTJiIYeB,The Wallflowers,spotify:track:0z1b34WikhOH9ZxU8QDWcv,One Headlight
spotify:artist:1xU878Z1QtBldR7ru9owdU,Phoenix,spotify:track:56W0Wmm2582TQwoxRLGAIX,Fences
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:6wNUBZNWFxdUGof6vkaykE,One For The Road
spotify:artist:0NyzfcGDZZ6GM25EBG9BYK,"Ray Parker, Jr.",spotify:track:300zfRaCgTmEm5Eqe3HqZZ,Ghostbusters
spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,The Smiths,spotify:track:2OErSh4oVVAUll0vHxdr6p,Bigmouth Strikes Again - 2011 Remaster
spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,spotify:track:2gQaQUhDCNGfBVXTvxAmXQ,Shout
spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,spotify:track:15IWqq4MaJ09ZQZgzcbn4p,Love Love Love
spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,Daft Punk,spotify:track:5RByQFt9Mlo8hDYJ921tCv,"Around the World / Harder, Better, Faster, Stronger"
spotify:artist:4k1ELeJKT1ISyDv8JivPpB,The Prodigy,spotify:track:1GTPxha6U7x9ElVxkQw3OK,Firestarter
spotify:artist:14r9dR01KeBLFfylVSKCZQ,Damien Rice,spotify:track:08YEGpKt2LHJ0URCXKHEie,9 Crimes
spotify:artist:03r4iKL2g2442PT9n2UKsx,Beastie Boys,spotify:track:5NLuC70kZQv8q34QyQa1DP,Fight For Your Right
spotify:artist:63MQldklfxkjYDoUE4Tppz,M83,spotify:track:44jJCNW8frQLEWpYuAQz47,We Own The Sky
spotify:artist:73bsysGTK9VNFTRnzu8nFR,The Tribute Family,spotify:track:54dmN6rZSW2XFl2gsgESEW,Mo Money Mo Problems
spotify:artist:7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,spotify:track:3rDFqo8yv93PtTmdOYOPzX,Tonight (I'm Fuckin' You)
spotify:artist:0rvjqX7ttXeg3mTy8Xscbt,Journey,spotify:track:71SvEDmsOwIWw1IozsZoMA,Any Way You Want It
spotify:artist:2WX2uTcsvV5OnS0inACecP,Birdy,spotify:track:0YywjDvFudcaHG74NuWISy,People Help the People
spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:track:6KBYk8OFtod7brGuZ3Y67q,Misery
spotify:artist:7krx6UBDKLwE0q3s3fesqF,C & C Music Factory,spotify:track:7eheoW4hxrH51ww2QePVwF,Gonna Make You Sweat (Everybody Dance Now)
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:7rMDB1bKHO0Sh8oTWWvdsJ,Lovers' Eyes
spotify:artist:1lYT0A0LV5DUfxr6doRP3d,The Stone Roses,spotify:track:2mv6GY70UsHiTCGQZ4JfgC,Fools Gold - Remastered
spotify:artist:1uNFoZAHBGtllmzznpCI3s,Justin Bieber,spotify:track:190jyVPHYjAqEaOGmMzdyk,Beauty And A Beat
spotify:artist:5he5w2lnU9x7JFhnwcekXX,Skrillex,spotify:track:6I9sncEmtGc9rpKyb8U1f8,Kill EVERYBODY
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:track:78TTtXnFQPzwqlbtbwqN0y,FourFiveSeconds
spotify:artist:5j4HeCoUlzhfWtjAfM1acR,Stromae,spotify:track:1QFw2xxyQtgKjlrMCEqsNj,Papaoutai
spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,spotify:track:38xWaVFKaxZlMFvzNff2aW,Breakeven
spotify:artist:41AbNVba2ccpmcc9QtOJE7,Kings of Convenience,spotify:track:4hGOhC87bn7JBdYykOJJvJ,I'd Rather Dance With You
spotify:artist:6kz53iCdBSqhQCZ21CoLcc,Culture Club,spotify:track:2wSAWEYUHkt92X4SBAPqZE,Karma Chameleon - Remastered
spotify:artist:07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,spotify:track:67T6l4q3zVjC5nZZPXByU8,Whatcha Say
spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:track:4OKf7CcYuw5H2HptkcKxcP,You're My Best Friend - Remastered 2011
spotify:artist:3sFTupo9UGgrujjN21BjwR,Gossip,spotify:track:428Dl0NOBojmUS98R2pDHr,Heavy Cross
spotify:artist:6olE6TJLqED3rqDCT0FyPh,Nirvana,spotify:track:5dmAzjXfoRv5VMJblDyAGH,Something In The Way - Live Version
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours
spotify:artist:3iOvXCl6edW5Um0fXEBRXy,The xx,spotify:track:4ORbUYpR6MDsJYTHh3xBWH,Basic Space
spotify:artist:6RZUqkomCmb8zCRqc9eznB,Placebo,spotify:track:3tRv4ZYZimrL27flnjgeR6,Every You Every Me
spotify:artist:1mZu3rO7qSD09GdDpePHhY,Frankie Goes To Hollywood,spotify:track:2K22nUTdyr48JDwI5t906t,Relax
spotify:artist:1dfeR4HaWDbWqFHLkxsg1d,Queen,spotify:track:1LFK84nUerBbYfFd1LmnTm,A Kind Of Magic - Remastered 2011
spotify:artist:3JsMj0DEzyWc0VDlHuy9Bx,Supertramp,spotify:track:6mHOcVtsHLMuesJkswc0GZ,The Logical Song - Remastered 2010
spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:track:3axkNosdVQLZiq1HakuGhc,Countdown
spotify:artist:2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,spotify:track:2P3SLxeQHPqh8qKB6gtJY2,Poetic Justice
spotify:artist:0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,spotify:track:794F99D5BQHS5ZGRXAs7I5,Anaconda
spotify:artist:74cb3MG0x0BOnYNW1uXYnM,Hillsong UNITED,spotify:track:5Mw9bXG1dLNhbjofkVS2oR,Oceans (Where Feet May Fail)
spotify:artist:4KWTAlx2RvbpseOGMEmROg,R.E.M.,spotify:track:1v2zyAJrChw5JnfafSkwkJ,Shiny Happy People
spotify:artist:3TVXtAsR1Inumwj472S9r4,Drake,spotify:track:6LxSe8YmdPxy095Ux6znaQ,Headlines
spotify:artist:2cCUtGK9sDU2EoElnk0GNB,The National,spotify:track:7rbCL7W893Zonbfnevku5s,I Need My Girl
spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:track:5IyblF777jLZj1vGHG2UD3,Off To The Races
spotify:artist:59oA5WbbQvomJz2BuRG071,Jungle,spotify:track:07tOsOR7E9zW89v2FqzsdG,Busy Earnin'
spotify:artist:2wvUfjKGoXvcnDHq7GgMOa,The Ting Tings,spotify:track:6tN0t7Y1bFI1ZU98Ou8Z3i,Shut Up and Let Me Go
spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,BANKS,spotify:track:63Ly2sEzloc9s0yAXlMi6r,Warm Water - Snakehips Remix
spotify:artist:5schNIzWdI9gJ1QRK8SBnc,Ben Howard,spotify:track:2uhEKg8kIzpdvz4gyy6x8W,Only Love
spotify:artist:1GxkXlMwML1oSg5eLPiAz3,Michael Bublé,spotify:track:4fIWvT19w9PR0VVBuPYpWA,Haven't Met You Yet
spotify:artist:2ycnb8Er79LoH2AsR5ldjh,Pet Shop Boys,spotify:track:7FlwylpJSe3ea6m1IrkizS,West End Girls - 2001 Remaster
spotify:artist:3z6Gk257P9jNcZbBXJNX5i,Regina Spektor,spotify:track:6GskIhdM6TN6EkPgeSjVfW,Fidelity
spotify:artist:5schNIzWdI9gJ1QRK8SBnc,Ben Howard,spotify:track:2zKoA5gp5Xaw3mrp45XIrR,The Wolves
spotify:artist:0EmeFodog0BfCgMzAIvKQp,Shakira,spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean)
spotify:artist:1vCWHaC5f2uS3yhpwWbIA6,Avicii,spotify:track:5kwAIpUBwhmiBpsJlcMgO1,Fade Into Darkness - Vocal Radio Mix
spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:track:4Na0siMtWOW9pJoWJ1Ponv,Exit Music (For a Film)
spotify:artist:46lnlnlU0dXTDpoAUmH6Qx,Lou Bega,spotify:track:6x4tKaOzfNJpEJHySoiJcs,Mambo No. 5 (a Little Bit of...)
spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,spotify:track:57ZXcBtCZXSg9TVV5xRdnR,Vertigo
spotify:artist:1moxjboGR7GNWYIMWsRjgG,Florence + The Machine,spotify:track:5nkYDYUSb1bvLJ4nP8CnQ1,"No Light, No Light"
spotify:artist:0fgYKF9Avljex0L9Wt5b8Z,Echo & the Bunnymen,spotify:track:15049rGLXHwrWtE4euUb5C,The Killing Moon
spotify:artist:1l9d7B8W0IHy3LqWsxP2SH,Phantogram,spotify:track:21nf6u3sQbfViHX7wNZmhK,When I'm Small
spotify:artist:7KMqksf0UMdyA0UCf4R3ux,James Blunt,spotify:track:0vg4WnUWvze6pBOJDTq99k,You're Beautiful
spotify:artist:5ILrArfIV0tMURcHJN8Q07,Vanessa Carlton,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,A Thousand Miles
spotify:artist:7x5rK9BClDQ8wmCkYAGsQp,Paolo Nutini,spotify:track:6xM8oBy40nK1rOd8WmoOPx,Last Request
spotify:artist:04HvbIwBccFmRie5ATX4ft,Yeasayer,spotify:track:620tbRI5ZFvrWF31JkQ2dS,Don't Come Close
spotify:artist:19ra5tSw0tWufvUp8GotLo,George Michael,spotify:track:0HEmnAUT8PHznIAAmVXqFJ,Faith - Remastered
spotify:artist:2x9SpqnPi8rlE9pjHBwmSC,Talking Heads,spotify:track:2VNfJpwdEQBLyXajaa6LWT,Burning Down the House - 45 Version
spotify:artist:6v8FB84lnmJs434UJf2Mrm,Neil Young,spotify:track:5l9c6bJmzvftumhz4TMPgk,Harvest Moon
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:track:0qksx8mV28lztYIZ1om8ml,Shiver
spotify:artist:4YgACLaoEjPl4kVZ5WmBN9,Jerry Douglas,spotify:track:5sqhKYHmQSGmGWzrgyL2nc,The Boxer feat. Mumford & Sons and Paul Simon
spotify:artist:6hyMWrxGBsOx6sWcVj1DqP,Sebastian Ingrosso,spotify:track:5jyUBKpmaH670zrXrE0wmO,Reload - Radio Edit
spotify:artist:6A43Djmhbe9100UwnI7epV,Cake,spotify:track:3OOFEF20WqtsUPcRbPY3L7,Short Skirt / Long Jacket
spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:track:4PMdq7Q7xOFrY424ZelZEb,Radio
spotify:artist:6A43Djmhbe9100UwnI7epV,Cake,spotify:track:0xMEF2WiqKWTIG7Krjungw,The Distance
spotify:artist:7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,spotify:track:3NfxSdJnVdon1axzloJgba,I Say a Little Prayer
spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,spotify:track:0umDVf77ygI5RiVp9OvNDj,Pyro
spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,spotify:track:3Zwu2K0Qa5sT6teCCHPShP,Thnks fr th Mmrs
spotify:artist:3DiDSECUqqY1AuBP8qtaIa,Alicia Keys,spotify:track:6IwKcFdiRQZOWeYNhUiWIv,No One
spotify:artist:6UE7nl9mha6s8z0wFQFIZ2,Robyn,spotify:track:6rW8q1p2GCjGMRAlnxBeo7,Hang With Me
spotify:artist:41qil2VaGbD194gaEcmmyx,Will Smith,spotify:track:0weAUscowxeqDtpCgtbpgp,Gettin' Jiggy Wit It
spotify:artist:7giUHu5pv6YTZgSkxxCcgh,Edward Sharpe & The Magnetic Zeros,spotify:track:12WtkO5DLE2CWjRGeXtwEW,40 Day Dream
spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:track:1W2ox3KxfTEQfO5NdOaK7E,White Sky
spotify:artist:5PN2aHIvLEM98XIorsPMhE,Kim Carnes,spotify:track:0odIT9B9BvOCnXfS0e4lB5,Bette Davis Eyes
spotify:artist:7slfeZO9LsJbWgpkIoXBUJ,Ricky Martin,spotify:track:0Ph6L4l8dYUuXFmb71Ajnd,Livin' la Vida Loca
spotify:artist:0SdiiPkr02EUdekHZJkt58,Hanson,spotify:track:0lnxrQAd9ZxbhBBe7d8FO8,MMMBop
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:6jEvloulrt9iCYW9IXJ2yi,After the Storm
spotify:artist:6V6WCgi7waF55bJmylC4H5,Gloria Gaynor,spotify:track:7cv28LXcjAC3GsXbUvXKbX,I Will Survive - Single Version
spotify:artist:4phGZZrJZRo4ElhRtViYdl,Jason Mraz,spotify:track:0IktbUcnAGrvD03AWnz3Q8,Lucky
spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:track:7JIuqL4ZqkpfGKQhYlrirs,The Only Exception
spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,spotify:track:3CPeWqqaHR0hmyfsWhMJQs,Don't Stop - 2004 Remaster
spotify:artist:6CwfuxIqcltXDGjfZsMd9A,MARINA,spotify:track:5tFMuAw6X2R4NLx97g7n9q,Primadonna
spotify:artist:4hf3caW9H8uFwwbv5pFjcg,Jake Bugg,spotify:track:582EVyAFKmKPa1bVPSDurJ,Two Fingers
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,Touch The Sky
spotify:artist:2VIoWte1HPDbZ2WqHd2La7,The Turtles,spotify:track:1JO1xLtVc8mWhIoE3YaCL0,Happy Together
spotify:artist:3gd8FJtBJtkRxdfbTu19U2,Mumford & Sons,spotify:track:4c3zZWPPYkvjSV07Cv95oJ,Timshel
spotify:artist:21UJ7PRWb3Etgsu99f8yo8,Stereophonics,spotify:track:3qaSqrrevBrb84xl5JlptU,Dakota
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:track:4wzt5Rrk3W98pHXAqutuJw,Talk
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:5rTIpPWeO0IL4HWlGWrz5G,Brianstorm
spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:track:2Y115i0IhELJhyyftvoSFt,Dark Paradise
spotify:artist:4yiQZ8tQPux8cPriYMWUFP,Gwen Stefani,spotify:track:6RcQOut9fWL6FSqeIr5M1r,Hollaback Girl
spotify:artist:0jnsk9HBra6NMjO2oANoPY,Flo Rida,spotify:track:3GpbwCm3YxiWDvy29Uo3vP,Right Round
spotify:artist:0kbYTNQb4Pb1rPbbaF0pT4,Miles Davis,spotify:track:6dRx7OUXfvosnXG3g9lWGi,Flamenco Sketches
spotify:artist:2HcwFjNelS49kFbfvMxQYw,Robbie Williams,spotify:track:2Ms33RTRCT6gArrpcrPxmo,Feel
spotify:artist:7dGJo4pcD2V6oG8kP0tJRR,Eminem,spotify:track:6or1bKJiZ06IlK0vFvY75k,Rap God
spotify:artist:3WaJSfKnzc65VDgmj2zU8B,Interpol,spotify:track:6B182GP3TvEfmgUoIMVUSJ,Evil
spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse,spotify:track:5Yj4AP0JGQWierBFKdKVyS,Feeling Good
spotify:artist:1SQRv42e4PjEYfPhS0Tk9E,The Kinks,spotify:track:0UAJH0k4k3slcE83a9UGCe,Lola - Coca Cola Version
spotify:artist:6FITmSxIMsk6TfulFiCIIz,Ram Jam,spotify:track:2ZOTtG7v1OrSNs6EINIGb4,Black Betty
spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,spotify:track:4QhWbupniDd44EDtnh2bFJ,Pyramids
spotify:artist:6mdiAmATAx73kdxrNrnlao,Iron Maiden,spotify:track:139RwLyp7r8F9ojvhGF5lC,The Number of the Beast - 2015 Remaster
spotify:artist:47zz7sob9NUcODy0BTDvKx,Sade,spotify:track:6aXGgKVRGXlMqQYCIQqo4s,By Your Side
spotify:artist:6liAMWkVf5LH7YR9yfFy1Y,Portishead,spotify:track:2sW8fmnISifQTRgnRrQTYW,Roads
spotify:artist:6p5JxpTc7USNnBnLzctyd4,Phillip Phillips,spotify:track:4rsW3WCZBGwhHfJWuHRwyT,Home
spotify:artist:0qT79UgT5tY4yudH9VfsdT,Sum 41,spotify:track:4KacUpvbA3Mfo05gttTjhN,Fat Lip
spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde,spotify:track:6rjtB7KSIiJ6v9vrACMlqF,400 Lux
spotify:artist:11wRdbnoYqRddKBrpHt4Ue,Kasabian,spotify:track:6lhiYqlBsafMe1eGoTEbC4,Shoot the Runner
spotify:artist:19ra5tSw0tWufvUp8GotLo,George Michael,spotify:track:4jDmJ51x1o9NZB5Nxxc7gY,Careless Whisper
spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,spotify:track:1A8SxnqRK3qabmuN2qxIpa,Spaceman
spotify:artist:7AC976RDJzL2asmZuz7qil,Yes,spotify:track:0GTK6TesV108Jj5D3MHsYb,Owner of a Lonely Heart
spotify:artist:6FXMGgJwohJLUSr5nVlf9X,Massive Attack,spotify:track:7uv632EkfwYhXoqf8rhYrg,Angel
spotify:artist:1xgFexIwrf2QjbU0buCNnp,The Breeders,spotify:track:2hjGuRIEfEGzQ5MEWLowiU,Cannonball
spotify:artist:7gP3bB2nilZXLfPHJhMdvc,Foster The People,spotify:track:1yzbqrSF0vuaO7nuKYSd6f,Coming of Age
spotify:artist:5Rr15NSbi1Xjno1AEP9u21,Dan Croll,spotify:track:5c9YHjSjEZxaCxsF1Gy5Jt,From Nowhere
spotify:artist:7muzHifhMdnfN1xncRLOqk,Flux Pavilion,spotify:track:5WSL7UTa38jMWoBzObD4BD,I Can't Stop
spotify:artist:7gjAu1qr5C2grXeQFFOGeh,Passion Pit,spotify:track:5noQJkpVfHt2D4df2GXieV,The Reeling
spotify:artist:16eRpMNXSQ15wuJoeqguaB,The Flaming Lips,spotify:track:2DFRFqWNahKtFD112H2iEZ,Do You Realize??
spotify:artist:2Kx7MNY7cI1ENniW7vT30N,Norah Jones,spotify:track:0Cvjlph1WGbwZY1PlMEtJY,Come Away With Me
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:track:31I3Rt1bPa2LrE74DdNizO,Flashing Lights
spotify:artist:5he5w2lnU9x7JFhnwcekXX,Skrillex,spotify:track:0mlf3yOGzVnIVxjybDQL3h,Make It Bun Dem
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:track:4cAgkb0ifwn0FSHGXnr4F6,New Slaves
spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,Panic! At The Disco,spotify:track:4bPQs0PHn4xbipzdPfn6du,I Write Sins Not Tragedies
spotify:artist:7MhMgCo0Bl0Kukl93PZbYS,Blur,spotify:track:7FSzJQV6thyoQptFCUTV9c,Parklife - 2012 Remaster
spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse,spotify:track:429MqIq5nGH32feyRZHunv,Plug in Baby
spotify:artist:0Ty63ceoRnnJKVEYP0VQpk,Sting,spotify:track:4KFM3A5QF2IMcc6nHsu3Wp,Englishman In New York
spotify:artist:6jJ0s89eD6GaHleKKya26X,Katy Perry,spotify:track:5JLv62qFIS1DR3zGEcApRt,Wide Awake
spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,Irreplaceable
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:track:5qPGi9p8VqcizfdgWxtmLt,Lovers in Japan
spotify:artist:163tK9Wjr9P9DmM0AVK7lm,Lorde,spotify:track:60jI0JgMLLj1VggHJVhtRs,Glory And Gore
spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,spotify:track:4UkynNKM3QAFnYukL8Udi6,Helplessness Blues
spotify:artist:04gDigrS5kc9YWfZHwBETP,Maroon 5,spotify:track:5qII2n90lVdPDcgXEEVHNy,Sunday Morning
spotify:artist:2AsusXITU8P25dlRNhcAbG,Gotye,spotify:track:6h2q5GhVc9itEB6NqOEMd4,Eyes Wide Open
spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,Youngblood Hawke,spotify:track:4Xv41B0BJRcMBJYpavNDfD,We Come Running
spotify:artist:1yxSLGMDHlW21z4YXirZDS,The Black Eyed Peas,spotify:track:3CNqo3gYrfexdrtjFmC9he,Where Is The Love?
spotify:artist:6l3HvQ5sa6mXTsMTB19rO5,J. Cole,spotify:track:7FOJvA3PxiIU0DN3JjQ7jT,Power Trip
