artist_uri,artist_name,song_uri,song_name
spotify:artist:3jNkaOXasoc7RsxdchvEVq,Chase & Status,spotify:track:04OxTCLGgDKfO0MMA2lcxv,Blind Faith
spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:track:5O6yk6U8L3rTbFsIwuqe8H,Turning Tables
spotify:artist:74XFHRwlV6OrjEM0A2NCMF,Paramore,spotify:track:3VA4sjTMSTTF02hFGmlpJh,crushcrushcrush
spotify:artist:21E3waRsmPlU7jZsS13rcj,Ne-Yo,spotify:track:4kte3OcW800TPvOVgrLLj8,Let Me Love You (Until You Learn To Love Yourself)
spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:track:2HWWNoWEEEECwZhAiLg7ib,Beautiful Liar
spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,spotify:track:6oNRhdGxT0CiypPQHyDiKW,Sunshine
spotify:artist:7tjbDPvrdvDshcpEMXKRVb,Gerry Rafferty,spotify:track:5gOd6zDC8vhlYjqbQdJVWP,Baker Street
spotify:artist:39vA9YljbnOApXKniLWBZv,Sylvan Esso,spotify:track:71cUqXJ3h1r0Ees6YdENLU,Coffee
spotify:artist:6XyY86QOPPrYVGvF9ch6wz,Linkin Park,spotify:track:3agtg0x11wPvLIWkYR39nZ,Somewhere I Belong
spotify:artist:59wfkuBoNyhDMQGCljbUbA,Diddy,spotify:track:3QHONiXGMGU3z68mQInncF,I'll Be Missing You (feat. 112)
spotify:artist:5t28BP42x2axFnqOOMg3CM,Five Finger Death Punch,spotify:track:6nULLS7CipGMSzgQDxDpd1,Bad Company
spotify:artist:74gcBzlQza1bSfob90yRhR,City and Colour,spotify:track:1IFRVS4t1olI0XG9RBWdKH,The Girl
spotify:artist:58lV9VcRSjABbAbfWS6skp,Bon Jovi,spotify:track:2RChe0r2cMoyOvuKobZy44,Always
spotify:artist:1TlTz1l8LzQ7AiXjBO77Ep,Contiez,spotify:track:6KYQ4rsd4yg5B5iHgKxZqm,Trumpsta - Djuro Remix
spotify:artist:4uRYpUQZrNrY5t8tAv3XrD,NERO,spotify:track:0xIof5gmHjFY0t1eX7angP,Me And You
spotify:artist:5M9Bb4adKAgrOFOhc05Y50,Pablo Alborán,spotify:track:0CjaLvAqN97KPVWgOJ1vbD,Dónde está el amor (feat. Jesse & Joy)
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:track:28OX5qT45GZBuu8CNKBOj6,Right Now
spotify:artist:1hJuGCUpefX24GFmss9bjH,Amy Macdonald,spotify:track:3AI7ca5RpYLyqaVgU7K1AP,This Is The Life
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:track:0HMCdlOPJkAGlB0MlSWIcO,I Am A God
spotify:artist:0c173mlxpT3dSFRgMO8XPh,Big Sean,spotify:track:3OVLPcUPS0HbMeAeMP0jZ4,Dance (A$$) Remix
spotify:artist:4I2BJf80C0skQpp1sQmA0h,Belle & Sebastian,spotify:track:1SxC3v3Mcm5VPxeXaF59NY,Another Sunny Day
spotify:artist:5juOkIIy18sFw9L30syt1Z,Washed Out,spotify:track:0Z7S8ity4SYlkzbJpejd1v,It All Feels Right
spotify:artist:40giwFcTQtv9ezxW8yqxJU,Chiddy Bang,spotify:track:01oPNCtTniFT3YM4K3ksTf,Opposite Of Adults
spotify:artist:4dwdTW1Lfiq0cM8nBAqIIz,Of Monsters and Men,spotify:track:5vpfRHcdjR9RBkXUziWoJV,Sloom
spotify:artist:7mEIug7XUlQHikrFxjTWes,Neil Diamond,spotify:track:62AuGbAkt8Ox2IrFFb8GKV,Sweet Caroline
spotify:artist:3vbKDsSS70ZX9D2OcvbZmS,Beck,spotify:track:65tH2GPMFCt8JtM2PM3MiX,Morning
spotify:artist:37uLId6Z5ZXCx19vuruvv5,Hot Chip,spotify:track:4Z03QyhMr9NIbMwKnajzwT,Flutes
spotify:artist:51Blml2LZPmy7TTiAg47vQ,U2,spotify:track:50JK22El2PTIzZBU2liLDI,Mysterious Ways
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:4KGyQfes7t5BiaoBvs380e,Fake Tales Of San Francisco
spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,BANKS,spotify:track:27mT3JdR3sRJyiMBFHdhB4,Waiting Game
spotify:artist:7f8LNBVXN0h35veHrpxQFL,Norman Greenbaum,spotify:track:0Y2SrByf4G3kbq2nBEHQRn,Spirit in the Sky
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:4OkPamOn5GofkOQu64Z4eR,Teddy Picker
spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:track:1EIvjDvoKjwhokJsigvleb,Always on My Mind
spotify:artist:7x83XhcMbOTl1UdYsPTuZM,Tom Waits,spotify:track:23Uv9xqLumDqEBNIdHhCcO,I Hope That I Don't Fall In Love With You
spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,spotify:track:3A9vIxzGBjEfqmDK7H9exS,Pyramid Song
spotify:artist:6v8FB84lnmJs434UJf2Mrm,Neil Young,spotify:track:4Y7fEQ4PAzhlLnLviRw2P4,Rockin' in the Free World
spotify:artist:6AGUQK1EWK6nvN4pLIDQDQ,The Mowgli's,spotify:track:2eQOMQkStoRUQyq6HGh1iG,San Francisco
spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:track:1bZdOnI0GIcB2xqQqQH7DY,Love Me Tender
spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:track:3QHA3SBpz2SDEpI1HuMT0e,The Only One
spotify:artist:3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,spotify:track:2EZc13S7YRi6bTS3SKteRN,Proud Mary
spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,Zedd,spotify:track:1gpF8IwQQj8qOeVjHfIIDU,Find You
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:track:0u35Dpz37TY2M2j20RUdMf,Politik
spotify:artist:2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,spotify:track:2kkvB3RNRzwjFdGhaUA0tz,Layla - 40th Anniversary Version / 2010 Remastered
spotify:artist:4d3yvTptO48nOYTPBcPFZC,Eve,spotify:track:3RmKpob8xzv1pzHEQrMJah,Let Me Blow Ya Mind
spotify:artist:6TcnmlCSxihzWOQJ8k0rNS,Third Eye Blind,spotify:track:3354J49VpkbZJho7Ztdzpw,Jumper - 1998 Edit
spotify:artist:3AQRLZ9PuTAozP28Skbq8V,The Script,spotify:track:37sINbJZcFdHFAsVNsPq1i,Superheroes
spotify:artist:4I2BJf80C0skQpp1sQmA0h,Belle & Sebastian,spotify:track:57KtBT18nGAa3lfbpYsMnF,I Want The World To Stop
spotify:artist:5OfhOoKunSnuubxxRML8J3,Mr. Big,spotify:track:3Mmt6Xk0H6VR92PEp6x3hP,To Be With You - 2010 Remastered Version
spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,spotify:track:2Mpj1Ul5OFPyyP4wB62Rvi,Survivor
spotify:artist:53A0W3U0s8diEn9RhXQhVz,Keane,spotify:track:3RyuWd7xlLJdLddH6Kt2o6,Is It Any Wonder?
spotify:artist:2gsggkzM5R49q6jpPvazou,Jessie J,spotify:track:6cSGSXvgioQxGQbM9VRe1G,Do It Like A Dude
spotify:artist:26dSoYclwsYLMAKD3tpOr4,Britney Spears,spotify:track:6ic8OlLUNEATToEFU3xmaH,Gimme More
spotify:artist:0kkxsdcaWmWU2yWAqclDh4,Rixton,spotify:track:1oew3nFNY3vMacJAsvry0S,Me And My Broken Heart
spotify:artist:02NfyD6AlLA12crYzw5YcR,Jane's Addiction,spotify:track:51Gkc1TxvyQ9K8y0pQRmQM,Been Caught Stealing
spotify:artist:4Rxn7Im3LGfyRkY2FlHhWi,Nick Jonas,spotify:track:5NQJnRpJHRaupdegphntQT,Jealous - Remix
spotify:artist:4bthk9UfsYUYdcFyqxmSUU,Tears For Fears,spotify:track:0Qv7xi6uPSqH2k82tOkGSt,Mad World
spotify:artist:0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,spotify:track:0UZwcRQAk4QR09HtGRZhYC,Closer To The Edge
spotify:artist:6VDdCwrBM4qQaGxoAyxyJC,Cold War Kids,spotify:track:4RvmQ5qbP5PxgJD0BN4EZK,Miracle Mile
spotify:artist:22WZ7M8sxp5THdruNY3gXt,The Doors,spotify:track:3bWGaqVeYKMlLss40mPgNn,"Hello, I Love You"
spotify:artist:3TOqt5oJwL9BE2NG9MEwDa,Disturbed,spotify:track:6RJdYpFQwLyNfDc5FbjkgV,Stricken
spotify:artist:2ThUOWiiWP3YdZqs4WYNOi,Smooth Jazz All Stars,spotify:track:6H2xT6Dbt93iuKMi9X2H6k,Unbreak My Heart
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:track:7D0RhFcb3CrfPuTJ0obrod,Sparks
spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:track:3ibAzRj9JnowdoLkyllk3n,Holiday
spotify:artist:37uLId6Z5ZXCx19vuruvv5,Hot Chip,spotify:track:4qGK21F2n8zYRNsllinNaS,I Feel Better
spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,spotify:track:6xkryXuiZU360Lngd4sx13,Fantasy
spotify:artist:2p4FqHnazRucYQHyDCdBrJ,Simple Plan,spotify:track:6kcuYyyU2tPxGP3PDVWYJT,Summer Paradise (feat. Sean Paul) - Single Version
spotify:artist:6vWDO969PvNqNYHIOW5v0m,Beyoncé,spotify:track:0zVMzJ37VQNFUNvdxxat2E,Flawless Remix
spotify:artist:7dnB1wSxbYa8CejeVg98hz,Meat Loaf,spotify:track:2g7gviEeJr6pyxO7G35EWQ,Paradise By the Dashboard Light
spotify:artist:2cCUtGK9sDU2EoElnk0GNB,The National,spotify:track:20byjuLA86KfF9qjzxiwWG,Graceless
spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,Vampire Weekend,spotify:track:3t87C08isN6yw2DnWOorLm,Hannah Hunt
spotify:artist:0mXTJETA4XUa12MmmXxZJh,Eddie Vedder,spotify:track:3bHhUEOTIbezeZ856R0BX5,Society
spotify:artist:6eoJpTIlcuxJNjV5fDzDJH,Live,spotify:track:48iWbsOaBUAGzMdoSmqyg1,Lightning Crashes
spotify:artist:6J7biCazzYhU3gM9j1wfid,Jamiroquai,spotify:track:0RWqE2ZaulvnN1i40qIhDh,Canned Heat
spotify:artist:4NiJW4q9ichVqL1aUsgGAN,A Day To Remember,spotify:track:6J7cSyvSCnPwv3vqHchEfL,If It Means a Lot to You
spotify:artist:5pKCCKE2ajJHZ9KAiaK11H,Rihanna,spotify:track:2dPOobBArCJotBAs0ThXqL,California King Bed
spotify:artist:4dpARuHxo51G3z768sgnrY,Adele,spotify:track:4I3KMa9p00MJwWbT0vi5iX,One And Only
spotify:artist:0TImkz4nPqjegtVSMZnMRq,TLC,spotify:track:1aWV3uY3SIEZVbmv45oFWS,Creep
spotify:artist:2h93pZq0e7k5yf4dywlkpM,Frank Ocean,spotify:track:4osgfFTICMkcGbbigdsa53,Novacane
spotify:artist:3yY2gUcIsjMr8hjo51PoJ8,The Smiths,spotify:track:2AdRSHeYmDGMrgIfiS2w7K,Ask - 2011 Remaster
spotify:artist:0cmWgDlu9CwTgxPhf403hb,Bonobo,spotify:track:0XiHcuUEf1wmvmX1cOaVR9,Eyesdown
spotify:artist:09hVIj6vWgoCDtT03h8ZCa,A Tribe Called Quest,spotify:track:5YTM7OgQDt9EJAYcfHLniJ,Award Tour
spotify:artist:6olE6TJLqED3rqDCT0FyPh,Nirvana,spotify:track:7glld4kxYHp61zIPtSVHNk,Lounge Act
spotify:artist:6KZDXtSj0SzGOV705nNeh3,Kid Ink,spotify:track:4q6dqyGM25sKFU8nYAGRe4,Show Me (feat. Chris Brown)
spotify:artist:1P6U1dCeHxPui5pIrGmndZ,Air,spotify:track:6tEaLXZlN8b71vWV1SSsRf,La femme d'argent
spotify:artist:1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,spotify:track:74kd56Y1oNbQVEQnMdO9LH,Nothingman - Remastered
spotify:artist:762310PdDnwsDxAQxzQkfX,Depeche Mode,spotify:track:3GREm6zSHwKZsJxl0hqbAQ,People Are People - 2006 Remaster
spotify:artist:4pb4rqWSoGUgxm63xmJ8xc,Madeon,spotify:track:1pUsdir2xhSxP0RyBe9lLH,Icarus
spotify:artist:12Chz98pHFMPJEknJQMWvI,Muse,spotify:track:0xJLcjd0gaZct43xG1UlXS,Butterflies and Hurricanes
spotify:artist:6tbjWDEIzxoDsBA1FuhfPW,Madonna,spotify:track:4Fpsa3pYc3gozrxHRRPvR6,Ray of Light
spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,OneRepublic,spotify:track:75hLNJfiXV5k2YGrbGEW51,Feel Again
spotify:artist:2zFZiWQJFFshzojycnXoTL,Bell Biv DeVoe,spotify:track:6m59VvDUi0UQsB2eZ9wVbH,Poison
spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,spotify:track:2zyz614fJRrqQXW1q0sY1c,Girls
spotify:artist:1VJspRsoC6c0bvqhnSiFCs,Ini Kamoze,spotify:track:3QRM0qZB7oMYavveH0iEqx,Here Comes the Hotstepper - Heartical Mix
spotify:artist:0n94vC3S9c3mb2HyNAOcjg,The Head and the Heart,spotify:track:20svOpmCQao5GUBgSu8zDe,Rivers and Roads
spotify:artist:2zrZfs23sjuHDv4E6YRmNf,Kris Kross,spotify:track:27AHAtAirQapVldIm4c9ZX,Jump
spotify:artist:3aGFCoR8xGN6DKwvdzeSja,ILOVEMAKONNEN,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,Tuesday (feat. Drake)
spotify:artist:00dwwnz3V4kRfu3UFYpJLz,Cherub,spotify:track:44CZRkOxv7UItaAUmh8PgN,Doses & Mimosas
spotify:artist:5r5Va4lVQ1zjEfbJSrmCsS,Broods,spotify:track:1285n66OGGUB3Bnh6c18nS,Bridges
spotify:artist:6DCIj8jNaNpBz8e5oKFPtp,The Cars,spotify:track:3wfujdbamR3Z46F4xav7LM,Drive
spotify:artist:5mgr0FFpvy267wKVAYg8qp,Lit,spotify:track:33iv3wnGMrrDugd7GBso1z,My Own Worst Enemy
spotify:artist:5sm0jQ1mq0dusiLtDJ2b4R,Eric Prydz,spotify:track:7JN9mnz4OPVivc9AF0FLAJ,Tether (Eric Prydz Vs. CHVRCHES) - Radio Edit
spotify:artist:6A43Djmhbe9100UwnI7epV,Cake,spotify:track:0qgiFuYhYuwtFXEwYakddE,I Will Survive
spotify:artist:0du5cEVh5yTK9QJze8zA0C,Bruno Mars,spotify:track:7l1qvxWjxcKpB9PCtBuTbU,Count on Me - EP Version
spotify:artist:3hv9jJF3adDNsBSIQDqcjp,Mark Ronson,spotify:track:631U6DaszJisq3TiaQ0vTM,Valerie (feat. Amy Winehouse) - Version Revisited
spotify:artist:7K3zpFXBvPcvzhj7zlGJdO,Crystal Castles,spotify:track:0exOxvY3iHsmAnGHiJYAZq,Vanished
spotify:artist:5nGIFgo0shDenQYSE0Sn7c,Evanescence,spotify:track:3UygY7qW2cvG9Llkay6i1i,Going Under
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,Photograph
spotify:artist:4EVpmkEwrLYEg6jIsiPMIb,Fleet Foxes,spotify:track:6iXtH0hriRohga40uDKErQ,Montezuma
spotify:artist:3IZrrNonYELubLPJmqOci2,Nancy Sinatra,spotify:track:2nwCO1PqpvyoFIvq3Vrj8N,These Boots Are Made For Walkin'
spotify:artist:6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,spotify:track:5KL4iZkCTZyXl7KnHgfVDj,"You Need Me, I Don't Need You"
spotify:artist:3g2kUQ6tHLLbmkV7T4GPtL,Fiona Apple,spotify:track:6PNvv1dmDbOWrAYwEcuKBX,Criminal
spotify:artist:5lKZWd6HiSCLfnDGrq9RAm,Leona Lewis,spotify:track:7wZUrN8oemZfsEd1CGkbXE,Bleeding Love
spotify:artist:1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,spotify:track:5by3w3NXvwDpV9FBSOR35u,Heroin
spotify:artist:02NfyD6AlLA12crYzw5YcR,Jane's Addiction,spotify:track:7c1Dar0pIAW7w5TzaGjt9t,Jane Says
spotify:artist:2wY79sveU1sp5g7SokKOiI,Sam Smith,spotify:track:2TeLIzFBe3hxkPR5FIQZut,Like I Can
spotify:artist:3MdG05syQeRYPPcClLaUGl,Diana Ross,spotify:track:3pbtBomO4Zt5gGiqsYeiBH,Upside Down
spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,spotify:track:1BH5f9RHwlcLR6h3fG9z4M,Sleeping Ute
spotify:artist:6Tz0QRoe083BcOo2YbG9lV,Nena,spotify:track:4ZhPLoMzZwewHLLjV1J15c,99 Luftballons
spotify:artist:6G7OerKc3eBO9sVkRNopFC,Cat Power,spotify:track:6CAG3rBGPTAinoqgVD7fBJ,The Greatest
spotify:artist:2gBjLmx6zQnFGQJCAQpRgw,Nelly,spotify:track:3ZdJffjzJWFimSQyxgGIxN,Just A Dream - Main
spotify:artist:0oeUpvxWsC8bWS6SnpU8b9,The Naked And Famous,spotify:track:5mEyCUtI36Jmu2KNQQ4jaw,Girls Like You
spotify:artist:2qk9voo8llSGYcZ6xrBzKx,Kings of Leon,spotify:track:0bTlXQJzw4ddaLQPJ4rGS2,Revelry
spotify:artist:55vs7NT1KxcFjbMC4y202E,REO Speedwagon,spotify:track:4rcHWl68ai6KvpXlc8vbnE,Keep on Loving You
spotify:artist:20qISvAhX20dpIbOOzGK3q,Nas,spotify:track:5PQmSHzWnlgG4EBuIqjac2,If I Ruled the World (Imagine That) (feat. Lauryn Hill)
spotify:artist:6twIAGnYuIT1pncMAsXnEm,Commodores,spotify:track:1JQ6Xm1JrvHfvAqhl5pwaA,Easy
spotify:artist:4D75GcNG95ebPtNvoNVXhz,Afrojack,spotify:track:2ldAdghnrO34HPcZ0IWfTu,Ten Feet Tall
spotify:artist:1fBCIkoPOPCDLUxGuWNvyo,Poison,spotify:track:43GS3mtezoIFiuIZCLLiDY,Every Rose Has Its Thorn - Remastered 2003
spotify:artist:54QMjE4toDfiCryzYWCpXX,Metronomy,spotify:track:2zZW0SmKlZEoiDJwssNZqA,Reservoir
spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,spotify:track:0dlTGl67UFWcKupzkxZYOn,You Could Be Mine
spotify:artist:23zg3TcAtWQy7J6upgbUnj,Usher,spotify:track:5pyVqlqThcxI7tPDjHIzPh,Climax
spotify:artist:4EENT7N7rCBwrddM3s0vFS,Cut Copy,spotify:track:0pAisVoZ7Gybjvm0q7AoVu,Hearts On Fire
spotify:artist:4LG4Bs1Gadht7TCrMytQUO,The Shins,spotify:track:6OwwTVRndoy9aoDxsmrteR,Australia
spotify:artist:6OiHleP2bHM18dXq4aZQWt,The Coral,spotify:track:40SE4lxCPNibwbdw1zzWV5,Dreaming of You
spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,spotify:track:7lRlq939cDG4SzWOF4VAnd,I'm Not Okay (I Promise)
spotify:artist:6G7OerKc3eBO9sVkRNopFC,Cat Power,spotify:track:5r6xvN3ubD6tEg0Ngqgeu2,Ruin
spotify:artist:00FQb4jTyendYWaN8pK0wa,Lana Del Rey,spotify:track:7cpHPzPgqKor6gv6nTkJ4R,Without You
spotify:artist:1XkoF8ryArs86LZvFOkbyr,Mary J. Blige,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,Family Affair
spotify:artist:1O10apSOoAPjOu6UhUNmeI,SBTRKT,spotify:track:2YKcA5ZkWQfVHd7bMIv4iw,NEW DORP. NEW YORK
spotify:artist:6Mo9PoU6svvhgEum7wh2Nd,Public Enemy,spotify:track:5YpZh8wfS4moRBk0ijNcXr,Harder Than You Think
spotify:artist:5K4W6rqBFWDnAN6FQUkS6x,Kanye West,spotify:track:3RKblQNJs8HPvWBgXmq6nn,Send It Up
spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,spotify:track:7uPmQttafLiJyju14JREY4,Young Americans - 2016 Remaster
spotify:artist:1LZEQNv7sE11VDY3SdxQeN,Bee Gees,spotify:track:2JoZzpdeP2G6Csfdq5aLXP,How Deep Is Your Love
spotify:artist:2QmLFuIDtNDmmJY3OtvinN,Meredith Brooks,spotify:track:3i6qNxyVgIdUZTTi5m25EM,Bitch
spotify:artist:4ogwGU9VPWrnVBs1GEwZVV,Temples,spotify:track:2nDkHJPY0vpydGiiDABaS6,Shelter Song
spotify:artist:2wpWOzQE5TpA0dVnh5YD08,Bronski Beat,spotify:track:5vmRQ3zELMLUQPo2FLQ76x,Smalltown Boy
spotify:artist:41SQP16hv1TioVYqdckmxT,Real Estate,spotify:track:0ZwlxoHAnvkCRjsOrHAleU,Talking Backwards
spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,spotify:track:2vO1wr5wIEHqQmY4jWbuhi,Angel
spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,Guns N' Roses,spotify:track:0rFWuqFgHAfuzE8uSB9TWR,Live And Let Die
spotify:artist:55Aa2cqylxrFIXC767Z865,Lil Wayne,spotify:track:0z5ZPs57J2KERwM1tBM2GF,6 Foot 7 Foot
spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,spotify:track:3QiAAp20rPC3dcAtKtMaqQ,Blue Christmas
spotify:artist:42crL07E4WPfVovyUtMpvC,Robert DeLong,spotify:track:3QJHoM8WoU12TWQ4I0M6Vw,Global Concepts
spotify:artist:7KMqksf0UMdyA0UCf4R3ux,James Blunt,spotify:track:2kvyMNHyxQt2UJ5EKvxaOC,Bonfire Heart
spotify:artist:3GBPw9NK25X1Wt2OUvOwY3,Jack Johnson,spotify:track:3daDd8yhWLgeWyCeZp9eIj,You And Your Heart
spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,spotify:track:6LNwTodkmxsc2dKRJWQr6y,A Lack of Color
spotify:artist:3NyNPJaemMYsL14DK2tO01,Cheryl,spotify:track:6WdV6QM8t87dPidhPzdRJW,Fight For This Love
spotify:artist:7xkAwz0bQTGDSbkofyQt3U,Belinda Carlisle,spotify:track:58mFu3oIpBa0HLNeJIxsw3,Heaven Is A Place On Earth
spotify:artist:08GQAI4eElDnROBrJRGE0X,Fleetwood Mac,spotify:track:4SZhxF0sIS8nDvwhT0Tt2V,Second Hand News - 2004 Remaster
spotify:artist:3OsRAKCvk37zwYcnzRf5XF,Moby,spotify:track:3QMEtL9Yh1HShyxVBZobEC,Why Does My Heart Feel So Bad?
spotify:artist:31TPClRtHm23RisEBtV3X7,Justin Timberlake,spotify:track:5mIqtDBiw3rqMxsJc4UVM6,TKO
spotify:artist:44PA0rCQXikgOWbfY7Fq7m,Ying Yang Twins,spotify:track:0r2Bul2NuCViraT2zX1l5j,Get Low
spotify:artist:4pADjHPWyrlAF0FA7joK2H,Jay Sean,spotify:track:7LP4Es66zdY7CyjepqmvAg,Down
spotify:artist:2hGh5VOeeqimQFxqXvfCUf,John Coltrane,spotify:track:1hVRTl4yhWmGW7ImZoO22e,Naima
spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,Coldplay,spotify:track:4Tw9JYF9HOuPRyccNWMgwf,The Hardest Part
spotify:artist:5hQCwevTf03u1rECrRMeop,Grandmaster Flash & The Furious Five,spotify:track:5DuTNKFEjJIySAyJH1yNDU,The Message (feat. Melle Mel & Duke Bootee)
spotify:artist:3dkbV4qihUeMsqN4vBGg93,Al Green,spotify:track:6SMHgPgNkhe9lneNTbgtel,Love and Happiness
spotify:artist:1ackd5XprZEkH3McKbQD51,Juan Magán,spotify:track:0VamAmertqIxKM5axPSkCy,Bailando por Ahi
spotify:artist:4F84IBURUo98rz4r61KF70,The White Stripes,spotify:track:5vVwPth7ccUHil5wsUG7ky,The Hardest Button To Button
spotify:artist:3RTzAwFprBqiskp550eSJX,Harry Nilsson,spotify:track:1jcPcDu2YawPfLhwjYnqK2,"Everybody's Talkin' - From ""Midnight Cowboy"""
spotify:artist:3vbKDsSS70ZX9D2OcvbZmS,Beck,spotify:track:2sDFknh1dm8xiCnE3885k2,Gamma Ray
spotify:artist:0C0XlULifJtAgn6ZNCW2eu,The Killers,spotify:track:4QK4pMWEwlXxwg1zp08xpl,Jenny Was A Friend Of Mine
spotify:artist:2FrKQPjJe4pVMZOgm0ESOx,SNAP!,spotify:track:6NLAzDPHSlV2bl7XbmivOq,Rhythm Is A Dancer - 12'' Version
spotify:artist:2WcCoPxAWFNSCvsFPrpf30,Japandroids,spotify:track:2dcmQJCw1INGn7yR2KHx0U,The House That Heaven Built
spotify:artist:2OuSnRT9BKAvFuw0yoTim0,Desire,spotify:track:2IkK0qCVW7Z3Fa8pW0vXM0,Under Your Spell
spotify:artist:4iiQabGKtS2RtTKpVkrVTw,Smallpools,spotify:track:6cMswWRv4lAU3mh5lclgCc,Dreaming
spotify:artist:3MdG05syQeRYPPcClLaUGl,Diana Ross,spotify:track:3SnGymj6ijE2iuUfWxLo1q,I'm Coming Out
spotify:artist:75EZuo5MHV2572NRpMWotC,Crystal Fighters,spotify:track:0ux2EioEe5Fw07rXYRUSTz,Follow
spotify:artist:7mnBLXK823vNxN3UWB7Gfz,The Black Keys,spotify:track:78krcD2vFUXJ3Y0XXeiHWH,Sinister Kid
spotify:artist:1Y8cdNmUJH7yBTd9yOvr5i,Destiny's Child,spotify:track:31CsLSgn0HdZEVC8Bnnmvr,Bootylicious
spotify:artist:2mxe0TnaNL039ysAj51xPQ,R. Kelly,spotify:track:2RzJwBCXsS1VnjDm2jKKAa,I Believe I Can Fly
spotify:artist:5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,spotify:track:5PycBIeabfvX3n9ILG7Vrv,Propuesta Indecente
spotify:artist:0NWbwDZY1VkRqFafuQm6wk,Mike WiLL Made-It,spotify:track:20FZrLl9zSbO9b3DhaqO6M,23
spotify:artist:6ysQi6NI88X627t2srsWz6,Mott The Hoople,spotify:track:0WNGPpmWqzPnk0psUhJ3SX,All the Young Dudes
spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,David Bowie,spotify:track:4JRem7xHp2l0kmUvt9zCKu,Golden Years - 2016 Remaster
spotify:artist:5NGO30tJxFlKixkPSgXcFE,The Police,spotify:track:62uLNJgVZaFiEiKV4LpoYJ,Walking On The Moon
spotify:artist:7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,spotify:track:3Rleu2vd9qHGjRJdcFtPbC,Dancing Shoes
spotify:artist:2CvCyf1gEVhI0mX6aFXmVI,Paul Simon,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,50 Ways to Leave Your Lover
spotify:artist:4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,spotify:track:1lUdXbhl6u6QMQZRTAhlWW,Naked as We Came
spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,Snow Patrol,spotify:track:4kg5hAOumbLtNSg6J8aq8e,Set The Fire To The Third Bar
spotify:artist:75dQReiBOHN37fQgWQrIAJ,Local Natives,spotify:track:44DnIGEvTlhDkGv3xLSDcp,Wide Eyes
spotify:artist:6kACVPfCOnqzgfEF5ryl0x,Johnny Cash,spotify:track:5xMNjx7uqCzMpJZSo4Wq55,"A Boy Named Sue - Live at San Quentin State Prison, San Quentin, CA - February 1969"
